"ruleQuestionId","body","prompt","ruleId","ruleName"
"1627","{""0"":""I just had all of my wisdom {teeth} pulled.""}","""I just had all of my wisdom <u>tooth</u> pulled.""","398","""Practice: Feet, Teeth"""
"1628","{""0"":""I have a sweet {tooth}.""}","""I have a sweet <u>teeth</u>.""","398","""Practice: Feet, Teeth"""
"1629","{""0"":""The shoe is tight on my left {foot}.""}","""The shoe is tight on my left <u>feet</u>.""","398","""Practice: Feet, Teeth"""
"1630","{""0"":""Have you lost all of your baby {teeth} yet?""}","""Have you lost all of your baby <u>tooth / teeth</u> yet?""","399","""Tooth vs. Teeth"""
"1631","{""0"":""There are some {children} living near the school.""}","""There are some <u>child</u> living near the school.""","400","""Child vs. Children"""
"1632","{""0"":""Are you an only {child}?""}","""Are you an only <u>children / child</u>?""","400","""Child vs. Children"""
"1633","{""0"":""How many {children} do you have in the class?""}","""How many <u>child</u> do you have in the class?""","401","""Practice: Children, People"""
"1634","{""0"":""Some {children} don't know how to share.""}","""Some <u>child</u> don't know how to share.""","401","""Practice: Children, People"""
"1635","{""0"":""How many {people} are showing up to the party?""}","""How many <u>person</u> are showing up to the party?""","401","""Practice: Children, People"""
"1636","{""0"":""These streets are constantly bustling with {people}.""}","""These streets are constantly bustling with <u>person</u>.""","401","""Practice: Children, People"""
"1637","{""0"":""My aunt is a great {person}.""}","""My aunt is a great <u>people</u>.""","401","""Practice: Children, People"""
"1638","{""0"":""It is important for a {child} to get exercise.""}","""It is important for a <u>children</u> to get exercise.""","401","""Practice: Children, People"""
"1639","{""0"":""Where are all the {people} going to be staying tonight?""}","""Where are all the <u>person / people</u> going to be staying tonight?""","402","""Person vs. People"""
"1640","{""0"":""He was my favorite {person} there.""}","""He was my favorite <u>people / person</u> there.""","402","""Person vs. People"""
"1641","{""0"":""There is a family of {mice} living behind the walls.""}","""There is a family of <u>mouse / mice</u> living behind the walls.""","403","""Mouse vs. Mice"""
"1642","{""0"":""I had some pet {mice} when I was a kid.""}","""I had some pet <u>mouse</u> when I was a kid.""","404","""Practice: Mice, Goose, Deer"""
"1643","{""0"":""Some {mice} laugh when they are tickled.""}","""Some <u>mouse</u> laugh when they are tickled.""","404","""Practice: Mice, Goose, Deer"""
"1644","{""0"":""My dog chased a {goose} in the park.""}","""My dog chased a <u>geese</u> in the park.""","404","""Practice: Mice, Goose, Deer"""
"1645","{""0"":""The flock of {geese} soared into the sky.""}","""The flock of <u>goose</u> soared into the sky.""","404","""Practice: Mice, Goose, Deer"""
"1646","{""0"":""We once hiked by a couple of {deer} on this trail.""}","""We once hiked by a couple of <u>deer</u> on this trail.""","404","""Practice: Mice, Goose, Deer"""
"1647","{""0"":""Some {deer} have visited our backyard.""}","""Some <u>deer</u> have visited our backyard.""","404","""Practice: Mice, Goose, Deer"""
"1648","{""0"":""His flock of pet {geese} lined up to follow him.""}","""His flock of pet <u>goose / geese</u> lined up to follow him.""","405","""Mouse/Mice, Geese/Goose, Deer/Deer-2"""
"1649","{""0"":""When driving, watch out for {deer} crossing the road.""}","""When driving, watch out for <u>deer / deers</u> crossing the road.""","406","""Deer"""
"1650","{""0"":""I {ride} to school in the car.""}","""I <u>rides / ride</u> to school in the car.""","407","""Singular And Plural Nouns"""
"1651","{""0"":""They {pack} their camping gear into the car.""}","""They <u>packs / pack</u> their camping gear into the car.""","407","""Singular And Plural Nouns"""
"1652","{""0"":""My uncle {drives} me to school.""}","""My uncle <u>drive / drives</u> me to school.""","407","""Singular And Plural Nouns"""
"1653","{""0"":""The president of the club {signs} bills all day.""}","""The president of the club <u>sign</u> bills all day.""","408","""Practice: Singular And Plural Nouns"""
"1654","{""0"":""Miriam {rushes} to her train.""}","""Miriam <u>rush</u> to her train.""","408","""Practice: Singular And Plural Nouns"""
"1655","{""0"":""We {want} a ribbon around each package.""}","""We <u>wants</u> a ribbon around each package.""","408","""Practice: Singular And Plural Nouns"""
"1656","{""0"":""Please {remember} to bring a book to read.""}","""Please <u>remembers</u> to bring a book to read.""","408","""Practice: Singular And Plural Nouns"""
"1657","{""0"":""They {look} at the patterns on the canyon walls.""}","""They <u>looks</u> at the patterns on the canyon walls.""","408","""Practice: Singular And Plural Nouns"""
"1658","{""0"":""I always {sprint} during the last part of the race.""}","""I always <u>sprints</u> during the last part of the race.""","408","""Practice: Singular And Plural Nouns"""
"1659","{""0"":""Courtney {spends} her afternoons in the bookstore.""}","""Courtney <u>spend</u> her afternoons in the bookstore.""","408","""Practice: Singular And Plural Nouns"""
"1660","{""0"":""Meghan {weaves} patterns into some fabric.""}","""Meghan <u>weave</u> patterns into some fabric.""","408","""Practice: Singular And Plural Nouns"""
"1661","{""0"":""The cat {crouches} in the bushes and waits for the sun to set.""}","""The cat <u>crouch</u> in the bushes and waits for the sun to set.""","408","""Practice: Singular And Plural Nouns"""
"1662","{""0"":""I {eat} three meals a day.""}","""I <u>eats</u> three meals a day.""","408","""Practice: Singular And Plural Nouns"""
"1663","{""0"":""Our friend {works} really hard.""}","""Our friend <u>work</u> really hard.""","408","""Practice: Singular And Plural Nouns"""
"1664","{""0"":""Can you {sleep} right now, or is it too loud?""}","""Can you <u>sleeps</u> right now, or is it too loud?""","408","""Practice: Singular And Plural Nouns"""
"1665","{""0"":""He {thinks} that he did well on the test.""}","""He <u>think</u> that he did well on the test.""","408","""Practice: Singular And Plural Nouns"""
"1666","{""0"":""She {talks} all the time in class.""}","""She <u>talk</u> all the time in class.""","408","""Practice: Singular And Plural Nouns"""
"1667","{""0"":""He {plants} new seeds in his garden every year.""}","""He <u>plant</u> new seeds in his garden every year.""","408","""Practice: Singular And Plural Nouns"""
"1668","{""0"":""The hikers {dance} around a bonfire.""}","""The hikers <u>dances</u> around a bonfire.""","408","""Practice: Singular And Plural Nouns"""
"1669","{""0"":""My friend {watches} every game of the season.""}","""My friend <u>watch</u> every game of the season.""","408","""Practice: Singular And Plural Nouns"""
"1670","{""0"":""Devon always {shuffles} the cards twice.""}","""Devon always <u>shuffle</u> the cards twice.""","408","""Practice: Singular And Plural Nouns"""
"1671","{""0"":""Lucas always {catches} the ball when we need him to.""}","""Lucas always <u>catch</u> the ball when we need him to.""","408","""Practice: Singular And Plural Nouns"""
"1672","{""0"":""A cute {duck} is sewn onto the bag.""}","""A cute <u>duck / Duck</u> is sewn onto the bag.""","409","""Common Nouns"""
"1673","{""0"":""My {father} is a policeman.""}","""My <u>father / Father / father's</u> is a policeman.""","409","""Common Nouns"""
"1674","{""0"":""Did you see any sculptures in the {museum}?""}","""Did you see any sculptures in the <u>museum / Museum</u>?""","410","""Practice: Common and Proper Nouns"""
"1675","{""0"":""I see a {ship} in the harbor.""}","""I see a <u>ship / Ship / ship's</u> in the harbor.""","410","""Practice: Common and Proper Nouns"""
"1676","{""0"":""There is a {camel} by the river.""}","""There is a <u>Camel / camel</u> by the river.""","410","""Practice: Common and Proper Nouns"""
"1677","{""0"":""You can take a boat to the {island} temple.""}","""You can take a boat to the <u>island / Island</u> temple.""","410","""Practice: Common and Proper Nouns"""
"1678","{""0"":""I caught a {butterfly} with a net.""}","""I caught a <u>butterfly / Butterfly</u> with a net.""","410","""Practice: Common and Proper Nouns"""
"1679","{""0"":""I saw a beautiful {peacock} in the bushes.""}","""I saw a beautiful <u>peacock / Peacock</u> in the bushes.""","410","""Practice: Common and Proper Nouns"""
"1680","{""0"":""I bought a pair of {sunglasses}.""}","""I bought a pair of <u>sunglasses / Sunglasses</u>.""","410","""Practice: Common and Proper Nouns"""
"1681","{""0"":""The {coffee} spill stained the wood of the table.""}","""The <u>coffee / Coffee</u> spill stained the wood of the table.""","410","""Practice: Common and Proper Nouns"""
"1682","{""0"":""Even the best {plans} can go awry.""}","""Even the best <u>plans / Plans</u> can go awry.""","410","""Practice: Common and Proper Nouns"""
"1683","{""0"":""These {raspberries} will spoil soon.""}","""These <u>raspberries / Raspberries</u> will spoil soon.""","410","""Practice: Common and Proper Nouns"""
"1684","{""0"":""My {belt} is too old.""}","""My <u>Belt / belt</u> is too old.""","410","""Practice: Common and Proper Nouns"""
"1685","{""0"":""His {ankle} hurts.""}","""His <u>Ankle / ankle</u> hurts.""","410","""Practice: Common and Proper Nouns"""
"1686","{""0"":""Are all {wheels} round?""}","""Are all <u>Wheels / wheels</u> round?""","410","""Practice: Common and Proper Nouns"""
"1687","{""0"":""Her {socks} don't match.""}","""Her <u>socks / Socks</u> don't match.""","410","""Practice: Common and Proper Nouns"""
"1688","{""0"":""I saw the {Taj Mahal} when I was young.""}","""I saw the <u>taj mahal / Taj Mahal</u> when I was young.""","410","""Practice: Common and Proper Nouns"""
"1689","{""0"":""The paintings in {Italy} are amazing.""}","""The paintings in <u>italy / Italy</u> are amazing.""","410","""Practice: Common and Proper Nouns"""
"1690","{""0"":""I listen to the {Beatles} when I come home from work.""}","""I listen to the <u>Beatles / beatles</u> when I come home from work.""","410","""Practice: Common and Proper Nouns"""
"1691","{""0"":""There is a waterfall at the {Saratoga} National Park.""}","""There is a waterfall at the <u>saratoga / Saratoga</u> National Park.""","410","""Practice: Common and Proper Nouns"""
"1692","{""0"":""The militia marches to the tune of {\\""\\""Yankee Doodle.\\""\\""}""}","""The militia marches to the tune of <u>\\""\\""Yankee Doodle\\""\\"" / \\""\\""yankee doodle.\\""\\""</u>""","410","""Practice: Common and Proper Nouns"""
"1693","{""0"":""{Trisha} is a frugal shopper.""}","""<u>trisha / Trisha</u> is a frugal shopper.""","410","""Practice: Common and Proper Nouns"""
"1694","{""0"":""{Lisa} said she had a biased view of politics.""}","""<u>Lisa / lisa</u> said she had a biased view of politics.""","410","""Practice: Common and Proper Nouns"""
"1695","{""0"":""We just named our new dog {Bandanna}.""}","""We just named our new dog <u>Bandanna / bandanna</u>.""","410","""Practice: Common and Proper Nouns"""
"1696","{""0"":""I want to live in a house built by {Frank Lloyd Wright}.""}","""I want to live in a house built by <u>Frank Lloyd Wright / frank lloyd wright</u>.""","410","""Practice: Common and Proper Nouns"""
"1697","{""0"":""Someday, I will go to {China}.""}","""Someday, I will go to <u>china / China / china's</u>.""","411","""Proper Nouns"""
"1698","{""0"":""{John} drops his son off at school.""}","""<u>john / John / john's</u> drops his son off at school.""","411","""Proper Nouns"""
"1699","{""0"":""{Andy's} favorite sport is basketball.""}","""<u>andy / Andy / Andy's</u> favorite sport is basketball.""","412","""Possessive Nouns"""
"1700","{""0"":""The {church's} towers are magnificent.""}","""The <u>church's / churches</u> towers are magnificent.""","412","""Possessive Nouns"""
"1701","{""0"":""The {sheet's} colors looked like a rainbow.""}","""The <u>sheet / sheet's</u> colors looked like a rainbow.""","413","""Practice: Possessive Nouns"""
"1702","{""0"":""The {ship's} sail flaps in the wind.""}","""The <u>ship / Ship / ship's</u> sail flaps in the wind.""","413","""Practice: Possessive Nouns"""
"1703","{""0"":""{Sam's} crew rode a boat down the river.""}","""<u>Sam's / Sams</u> crew rode a boat down the river.""","413","""Practice: Possessive Nouns"""
"1704","{""0"":""My {friend's} calligraphy is improving.""}","""My <u>friend / friend's</u> calligraphy is improving.""","413","""Practice: Possessive Nouns"""
"1705","{""0"":""The {guest's} shoes were placed in the corner.""}","""The <u>guest's / guests</u> shoes were placed in the corner.""","413","""Practice: Possessive Nouns"""
"1706","{""0"":""{Paul's} flight will be late because of a storm.""}","""<u>Paul's / Pauls / Pauls'</u> flight will be late because of a storm.""","413","""Practice: Possessive Nouns"""
"1707","{""0"":""Suddenly, wings sprouted from the {car's} doors.""}","""Suddenly, wings sprouted from the <u>car's / cars / cars' </u> doors.""","413","""Practice: Possessive Nouns"""
"1708","{""0"":""My {country's} leaders decided to meet.""}","""My <u>country's / countrys' / countries <u/> leaders decided to meet.""","413","""Practice: Possessive Nouns"""
"1709","{""0"":""There will be {tests} on Friday.""}","""There will be <u>tests / test's</u> on Friday.""","413","""Practice: Possessive Nouns"""
"1710","{""0"":""My {sister's} hair is short.""}","""My <u>sister / Sister / sister's</u> hair is short.""","413","""Practice: Possessive Nouns"""
"1711","{""0"":""The old {taxi's} seats are tearing.""}","""The old <u>taxi / Taxi / taxi's</u> seats are tearing.""","413","""Practice: Possessive Nouns"""
"1712","{""0"":""My {cousins} live in Canada.""}","""My <u>cousins / counsin's<u> live in Canada.""","413","""Practice: Possessive Nouns"""
"1713","{""0"":""The {pizzerias} around here are amazing!""}","""The <u>pizzerias / pizzeria's</u> around here are amazing!""","413","""Practice: Possessive Nouns"""
"1714","{""0"":""The {team} of soccer players celebrated their victory.""}","""The <u>panel / team</u> of soccer players celebrated their victory.""","414","""Use Collective Nouns-1"""
"1715","{""0"":""Our coach told us to split into two {teams} for the scrimmage.""}","""Our coach told us to split into two <u>packs / teams</u> for the scrimmage.""","415","""Practice: Use Collective Nouns"""
"1716","{""0"":""A {panel} of judges rated her performance an 8.""}","""A <u>pack / panel</u> of judges rated her performance an 8.""","415","""Practice: Use Collective Nouns"""
"1717","{""0"":""You will need a strong {pack} of sled dogs to win the Iditarod.""}","""You will need a strong <u>panel / pack</u> of sled dogs to win the Iditarod.""","415","""Practice: Use Collective Nouns"""
"1718","{""0"":""Split the apples into {groups} based off of their color.""}","""Split the apples into <u>groups / packs</u> based off of their color.""","415","""Practice: Use Collective Nouns"""
"1719","{""0"":""The king asked his {panel} of advisors how to proceed.""}","""The king asked his <u>flock /  panel</u> of advisors how to proceed.""","416","""Use Collective Nouns-2"""
"1720","{""0"":""Can you buy me a {pack} of gum from the shop?""}","""Can you buy me a <u>group / pack</u> of gum from the shop?""","417","""Use Collective Nouns-3"""
"1721","{""0"":""We are going to work on our {group} project this evening.""}","""We are going to work on our <u>pride / group</u> project this evening.""","418","""Use Collective Nouns-4"""
"1722","{""0"":""I {climbed} up the canyon wall.""}","""I <u>climb / climbed</u> up the canyon wall.""","419","""Past Tense"""
"1723","{""0"":""The light {reflected} off of the water.""}","""The light <u>reflect / reflected</u> off of the water.""","419","""Past Tense"""
"1725","{""0"":""They {traveled} to Spain last fall.""}","""They <u>travel</u> to Spain last fall.""","420","""Practice: Past Tense Verbs"""
"1727","{""0"":""We {moved} to Boston last year.""}","""We <u>move</u> to Boston last year.""","420","""Practice: Past Tense Verbs"""
"1728","{""0"":""I {listened} to music all day.""}","""I <u>to listen</u> to music all day.""","420","""Practice: Past Tense Verbs"""
"1729","{""0"":""The mouse {scampered} through the grass.""}","""The mouse <u>scamper</u> through the grass.""","420","""Practice: Past Tense Verbs"""
"1730","{""0"":""Everett {carved} his name into the stone.""}","""Everett <u>carve</u> his name into the stone.""","420","""Practice: Past Tense Verbs"""
"1731","{""0"":""The tennis player {lobbed} the ball across the court.""}","""The tennis player <u>lob</u> the ball across the court.""","420","""Practice: Past Tense Verbs"""
"1732","{""0"":""The damaged ship {listed} to one side.""}","""The damaged ship <u>list</u> to one side.""","420","""Practice: Past Tense Verbs"""
"1733","{""0"":""He {pointed} at the door.""}","""He <u>point</u> at the door.""","420","""Practice: Past Tense Verbs"""
"1734","{""0"":""Natalie {sprinted} towards the finish line and won.""}","""Natalie <u>sprint</u> towards the finish line and won.""","420","""Practice: Past Tense Verbs"""
"1735","{""0"":""Dana {will clean} her room tomorrow.""}","""Dana <u>clean / will clean</u> her room tomorrow.""","421","""Future Tense"""
"1736","{""0"":""Jamie {will go} to the dance this weekend.""}","""Jamie <u>will go / go</u> to the dance this weekend.""","421","""Future Tense"""
"1737","{""0"":""The new park {will open} next Thursday."",""1"":""The new park {opens} next Thursday.""}","""The new park <u>open</u> next Thursday.""","422","""Practice: Future Tense"""
"1738","{""0"":""I {will walk} through Prospect Park next week.""}","""I <u>walk</u> through Prospect Park next week.""","422","""Practice: Future Tense"""
"1739","{""0"":""I {will photograph} the Eiffel Tower when I visit France.""}","""I <u>photograph</u> the Eiffel Tower when I visit France.""","422","""Practice: Future Tense"""
"1740","{""0"":""I {will climb} that oak tree one day.""}","""I  <u>climbed</u> that oak tree one day.""","422","""Practice: Future Tense"""
"1741","{""0"":""Our English teacher {will conduct} the choir this year.""}","""Our English teacher <u>conducts</u> the choir this year.""","422","""Practice: Future Tense"""
"1742","{""0"":""I will {host} the show's finale tomorrow.""}","""I will <u>hosted</u> the show's finale tomorrow.""","422","""Practice: Future Tense"""
"1743","{""0"":""John {will hurdle} over the snowbank.""}","""John <u>hurdled</u> over the snowbank.""","422","""Practice: Future Tense"""
"1744","{""0"":""We {will settle} our camp on that hilltop when we get there.""}","""We <u>settle</u> our camp on that hilltop when we get there.""","422","""Practice: Future Tense"""
"1745","{""0"":""We {will repair} your headlight tomorrow.""}","""We <u>repair</u> your headlight tomorrow.""","422","""Practice: Future Tense"""
"1746","{""0"":""Xavier {will bring} his own lunch tomorrow.""}","""Xavier <u>bring</u> his own lunch tomorrow.""","422","""Practice: Future Tense"""
"1747","{""0"":""Maurice {will compete} in a race next week.""}","""Maurice <u>compete</u> in a race next week.""","422","""Practice: Future Tense"""
"1748","{""0"":""Alexis will {make} an effort to compose music in her spare time.""}","""Alexis will <u>makes</u> an effort to compose music in her spare time.""","422","""Practice: Future Tense"""
"1749","{""0"":""He {will bake} cookies for his friends next week.""}","""He <u>bake</u> cookies for his friends next week.""","422","""Practice: Future Tense"""
"1750","{""0"":""I {will exercise} in the morning when the sun rises.""}","""I  <u>exercised</u> in the morning when the sun rises.""","422","""Practice: Future Tense"""
"1754","{""0"":""Dan will {assist} the teacher with her grading.""}","""Dan will <u>assists</u> the teacher with her grading.""","422","""Practice: Future Tense"""
"1755","{""0"":""It was raining{, and the} wind was gusting."",""1"":""It was raining{ and the} wind was gusting.""}","""It was raining.  The wind was gusting.""","423","""And"""
"1756","{""0"":""The castle was made of stone{, and it} had a moat."",""1"":""The castle was made of stone{ and it} had a moat."",""2"":""The castle was made of stone{ and} had a moat.""}","""The castle was made of stone.  It had a moat.""","423","""And"""
"1757","{""0"":""Perry ordered new windows{, and he} requested express delivery."",""1"":""Perry ordered new windows{ and he} requested express delivery."",""2"":""Perry ordered new windows{ and} requested express delivery.""}","""Perry ordered new windows. He requested express delivery.""","424","""Practice: And, Or"""
"1758","{""0"":""I need milk{ and} butter."",""1"":""I need milk{ and} I also need butter."",""2"":""I need milk{, and} I also need butter.""}","""I need milk. I also need butter.""","424","""Practice: And, Or"""
"1759","{""0"":""I cooked the turkey{, and} Paul garnished it."",""1"":""I cooked the turkey{ and} Paul garnished it.""}","""I cooked the turkey.  Paul garnished it.""","424","""Practice: And, Or"""
"1760","{""0"":""I practice violin{, and} I take cooking classes."",""1"":""I practice violin{ and} I take cooking classes."",""2"":""I practice violin{ and} take cooking classes.""}","""I practice violin. I take cooking classes.""","424","""Practice: And, Or"""
"1761","{""0"":""I play soccer{ and} I play basketball."",""1"":""I play soccer{ and} basketball."",""2"":""I play{ basketball and soccer}."",""3"":""I play soccer{, and} I play basketball.""}","""I play soccer. I play basketball.""","424","""Practice: And, Or"""
"1762","{""0"":""I can write music{ and} I can read a score.""}","""I can write music. I can read a score.""","424","""Practice: And, Or"""
"1763","{""0"":""I drink coffee{ and} I drink tea.""}","""I drink coffee. I drink tea.""","424","""Practice: And, Or"""
"1764","{""0"":""People can surf{ and sunbathe} at the beach."",""1"":""People can surf at the beach{ and} people can sunbathe at the beach."",""2"":""People can surf at the beach{, and} people can sunbathe at the beach.""}","""People can surf at the beach. People can sunbathe at the beach.""","424","""Practice: And, Or"""
"1765","{""0"":""Would you like soup{, or} do you prefer salad?"",""1"":""Would you like soup{ or} do you prefer salad?""}","""Would you like soup? Do you prefer salad?""","424","""Practice: And, Or"""
"1766","{""0"":""I can go to Tom's party{ or} I can study for my test."",""1"":""I can go to Tom's party{, or} I can study for my test."",""2"":""I can go to Tom's party{, or} study for my test."",""3"":""I can go to Tom's party{ or} study for my test.""}","""I can go to Tom's party. I can study for my test.""","424","""Practice: And, Or"""
"1767","{""0"":""It might rain tomorrow{, or} it might be sunny."",""1"":""It might rain tomorrow{ or} it might be sunny.""}","""It might rain tomorrow. It might be sunny.""","424","""Practice: And, Or"""
"1768","{""0"":""We can swim in the sea{, or} we can hike in the mountains."",""1"":""We can swim in the sea{ or} we can hike in the mountains."",""2"":""We can swim in the sea{ or} hike the mountains."",""3"":""We can swim in the sea{, or} hike the mountains.""}","""We can swim in the sea.  We can hike in the mountains.""","424","""Practice: And, Or"""
"1769","{""0"":""You can lead the junior team{ or} join the varsity team."",""1"":""You can lead the junior team{, or} join the varsity team."",""2"":""You can lead the junior team{, or} you can join the varsity team."",""3"":""You can lead the junior team{ or} your can join the varsity team.""}","""You can lead the junior team. You can join the varsity team.""","424","""Practice: And, Or"""
"1770","{""0"":""We can offer you a discount{, or} we can give you store credit."",""1"":""We can offer you a discount{ or} we can give you store credit."",""2"":""We can offer you a discount{ or} give you store credit."",""3"":""We can offer you a discount{, or} give you store credit.""}","""We can offer you a discount. We can give you store credit.""","424","""Practice: And, Or"""
"1771","{""0"":""We can take the train now{ or} wait an hour."",""1"":""We can take the train now{, or} wait an hour."",""2"":""We can take the train now{ or} we can wait an hour."",""3"":""We can take the train now{, or} we can wait an hour.""}","""We can take the train now. We can wait an hour.""","424","""Practice: And, Or"""
"1772","{""0"":""You can leave now{, or} you can work over"",""1"":""time."",""2"":""You can leave now{ or} work over"",""3"":""time.""}","""You can leave now. You can work over-time.""","425","""Or"""
"1773","{""0"":""I can do inventory{, or} I can work the register."",""1"":""I can do inventory{ or} work the register."",""2"":""I can do inventory{ or} I can work the register.""}","""I can do inventory. I can work the register.""","425","""Or"""
"1774","{""0"":""The slope was steep{, so} we had to find another route.""}","""The slope was steep. We had to find another route.""","426","""So"""
"1775","{""0"":""Jasmine was too excited to sleep{, so} she read her book.""}","""Jasmine was too excited to sleep. She read her book.""","426","""So"""
"1776","{""0"":""There is no parking{, so} I will take the bus."",""1"":""There is no parking{ so} I will take the bus.""}","""There is no parking. I will take the bus.""","427","""Practice: So, Because"""
"1777","{""0"":""The sun was too bright{, so} I put on my sunglasses."",""1"":""The sun was too bright{ so} I put on my sunglasses.""}","""The sun was too bright. I put on my sunglasses.""","427","""Practice: So, Because"""
"1778","{""0"":""Not all of history is known{, so} it is best to check your facts."",""1"":""Not all of history is known{ so} it is best to check your facts.""}","""Not all of history is known. It is best to check your facts.""","427","""Practice: So, Because"""
"1779","{""0"":""I am too busy{, so} you will have to answer the call."",""1"":""I am too busy{ so} you will have to answer the call.""}","""I am too busy. You will have to answer the call.""","427","""Practice: So, Because"""
"1780","{""0"":""I think it will rain{, so} I will bring my umbrella."",""1"":""I think it will rain{ so} I will bring my umbrella.""}","""I think it will rain. I will bring my umbrella.""","427","""Practice: So, Because"""
"1781","{""0"":""We skipped a step in the {recipe, so the} cake might take awhile.""}","""We skipped a step in the recipe. The cake might take awhile.""","427","""Practice: So, Because"""
"1782","{""0"":""Scarlet was worried about Sean{, so} she decided to go see him.""}","""Scarlet was worried about Sean. She decided to go see him.""","427","""Practice: So, Because"""
"1783","{""0"":""The wave started to swell{, so} the surfer got ready.""}","""The wave started to swell. The surfer got ready.""","427","""Practice: So, Because"""
"1784","{""0"":""Alex scored three goals{, so} he was the game's MVP.""}","""Alex scored three goals. He was the game's MVP.""","427","""Practice: So, Because"""
"1785","{""0"":""We should turn on a fan{ because} it's hot in here.""}","""We should turn on a fan. It's hot in here.""","427","""Practice: So, Because"""
"1786","{""0"":""I'm bringing a jacket {because} I think there will be a blizzard.""}","""I'm bringing a jacket. I think there will be a blizzard.""","427","""Practice: So, Because"""
"1787","{""0"":""I have an umbrella with me{ because} I knew it would rain.""}","""I have an umbrella with me. I knew it would rain.""","427","""Practice: So, Because"""
"1788","{""0"":""It's a great day to ski {because the} snow is like powder.""}","""It's a great day to ski. The snow is like powder.""","427","""Practice: So, Because"""
"1789","{""0"":""The explorers brought provisions{ because} they would be gone awhile.""}","""The explorers brought provisions. They would be gone awhile.""","427","""Practice: So, Because"""
"1790","{""0"":""I learned to code{ because} I love working with computers.""}","""I learned to code. I love working with computers.""","427","""Practice: So, Because"""
"1791","{""0"":""We want you to join the band{ because} we need a drummer.""}","""We want you to join the band. We need a drummer.""","427","""Practice: So, Because"""
"1792","{""0"":""I go to the gym{ because} I want to get stronger.""}","""I go to the gym. I want to get stronger.""","427","""Practice: So, Because"""
"1793","{""0"":""We can't carpool today{ because} I am out of gas.""}","""We can't carpool today. I am out of gas.""","428","""Because"""
"1794","{""0"":""My dog is wagging his tail{ because he likes you}.""}","""My dog is wagging his tail. He likes you.""","428","""Because"""
"1795","{""0"":""I am really {fast} when I run.""}","""I am really <u>fast / fastly</u> when I run.""","429","""Adjectives"""
"1796","{""0"":""{My brother is really smart}.""}","""My brother is really <u>smart / smartly</u>.""","429","""Adjectives"""
"1797","{""0"":""The {quiet} mouse scampered through the field.""}","""The <u>quietly</u> mouse scampered through the field.""","430","""Practice: Adjectives and Adverbs"""
"1798","{""0"":""Toucans have very {colorful} beaks.""}","""Toucans have very <u>colorfully</u> beaks.""","430","""Practice: Adjectives and Adverbs"""
"1799","{""0"":""The beaches of the British Virgin Isles are {gorgeous}.""}","""The beaches of the British Virgin Isles are <u>gorgeously</u>.""","430","""Practice: Adjectives and Adverbs"""
"1800","{""0"":""I heard that Dolphins are {clever}.""}","""I heard that Dolphins are <u>cleverly</u>.""","430","""Practice: Adjectives and Adverbs"""
"1801","{""0"":""I admit that I was {wrong}.""}","""I admit that I was <u>wrongly</u>.""","430","""Practice: Adjectives and Adverbs"""
"1802","{""0"":""My dog licked the {cold} water off the tiles.""}","""My dog licked the <u>coldly</u> water off the tiles.""","430","""Practice: Adjectives and Adverbs"""
"1803","{""0"":""Mrs. Reid {carefully} placed the vase near the window.""}","""Mrs. Reid <u>careful</u> placed the vase near the window.""","430","""Practice: Adjectives and Adverbs"""
"1804","{""0"":""The long play dragged on {endlessly}.""}","""The long play dragged on <u>endless</u>.""","430","""Practice: Adjectives and Adverbs"""
"1805","{""0"":""! \\""\\""The gruff old man {coarsely} said, \\\\\\""\\""Thank you,\\\\\\""\\"" and then left.\\\\r\\\\n\\""\\""""}","""The gruff old man <u>coarse</u> said, \\""\\""Thank you,\\""\\"" and then left.""","430","""Practice: Adjectives and Adverbs"""
"1806","{""0"":""Carol {thoroughly} checked over every last detail.""}","""Carol <u>thorough</u> checked over every last detail.""","430","""Practice: Adjectives and Adverbs"""
"1807","{""0"":""The rat {silently} disappeared without a trace.""}","""The rat <u>silent</u> disappeared without a trace.""","430","""Practice: Adjectives and Adverbs"""
"1808","{""0"":""That was a very {nicely} cooked meal.""}","""That was a very <u>nice</u> cooked meal.""","430","""Practice: Adjectives and Adverbs"""
"1809","{""0"":""My dog {sloppily} licked the food from her dog bowl.""}","""My dog <u>sloppy</u> licked the food from her dog bowl.""","430","""Practice: Adjectives and Adverbs"""
"1810","{""0"":""She {sleepily} turned off her alarm clock.""}","""She <u>sleepy</u> turned off her alarm clock.""","430","""Practice: Adjectives and Adverbs"""
"1811","{""0"":""The plane flew {swiftly} into the night.""}","""The plane flew <u>swift</u> into the night.""","430","""Practice: Adjectives and Adverbs"""
"1812","{""0"":""You {simply} flip the switch and it turns on.""}","""You <u>simple</u> flip the switch and it turns on.""","430","""Practice: Adjectives and Adverbs"""
"1813","{""0"":""I always answer {honestly} when given a question.""}","""I always answer <u>honest</u> when given a question.""","431","""Adverbs"""
"1814","{""0"":""My dog {sheepishly} put the ball in my lap.""}","""My dog <u>sheepish</u> put the ball in my lap.""","431","""Adverbs"""
"1815","{""0"":""Madeline {loudly} slammed the door shut.""}","""Madeline <u>loud / loudly</u> slammed the door shut.""","432","""Adjectives to Adverbs: Consonant Ending"""
"1816","{""0"":""Brian caught my attention as he laughed {boisterously}.""}","""Brian caught my attention as he laughed <u>boisterously / boisterous</u>.""","432","""Adjectives to Adverbs: Consonant Ending"""
